Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0,0.8,R,7.9738,TRUE
1,2,linear,0,0.4,R,4.3724,TRUE
1,3,radial,0,0.8,R,2.5688,TRUE
1,4,radial,0,0.6,R,2.7192,TRUE
1,5,radial,0.6,0,L,1.9182,TRUE
1,6,radial,0.8,0,L,2.1354,TRUE
1,7,linear,0.4,0,L,2.2112,TRUE
1,8,linear,0,0.6,R,2.5689,TRUE
1,9,linear,0.8,0,L,2.0519,TRUE
1,10,linear,0.6,0,L,1.8016,TRUE
1,11,radial,0.2,0,L,2.5354,TRUE
1,12,radial,0,0.4,R,2.4759,TRUE
1,13,linear,0,0.2,R,6.4727,TRUE
1,14,radial,0,0.2,R,2.2358,TRUE
1,15,radial,0.4,0,L,2.102,TRUE
1,16,linear,0.2,0,L,3.6209,TRUE
2,1,linear,0,0.8,L,2.2403,FALSE
2,2,linear,0,0.4,R,2.5022,TRUE
2,3,radial,0,0.8,R,2.1686,TRUE
2,4,radial,0,0.6,R,1.7353,TRUE
2,5,radial,0.6,0,L,2.0184,TRUE
2,6,radial,0.8,0,L,1.7849,TRUE
2,7,radial,0.2,0,L,1.4845,TRUE
2,8,linear,0.4,0,L,2.1853,TRUE
2,9,linear,0,0.6,R,2.536,TRUE
2,10,radial,0,0.4,R,3.103,TRUE
2,11,linear,0.8,0,L,1.7223,TRUE
2,12,radial,0,0.2,R,2.7192,TRUE
2,13,radial,0.4,0,L,1.6192,TRUE
2,14,linear,0.6,0,L,1.9853,TRUE
2,15,linear,0,0.2,R,4.0036,TRUE
2,16,linear,0.2,0, ,0,0
3,1,linear,0,0.8,R,1.9517,TRUE
3,2,radial,0,0.8,R,1.9517,TRUE
3,3,radial,0,0.6,R,1.7849,TRUE
3,4,linear,0,0.4,R,3.7532,TRUE
3,5,linear,0.4,0,L,2.4251,TRUE
3,6,radial,0.6,0,L,1.7347,TRUE
3,7,linear,0,0.6,R,2.602,TRUE
3,8,linear,0.8,0,L,3.0699,TRUE
3,9,radial,0.8,0,L,2.0521,TRUE
3,10,linear,0.6,0,L,3.2029,TRUE
3,11,radial,0.2,0,L,3.0528,TRUE
3,12,radial,0,0.4,R,2.252,TRUE
3,13,radial,0,0.2,R,2.9192,TRUE
3,14,linear,0,0.2,R,4.8878,TRUE
3,15,radial,0.4,0,L,2.5187,TRUE
3,16,linear,0.2,0,L,5.994,TRUE
4,1,radial,0,0.8,R,1.6518,TRUE
4,2,radial,0,0.6,R,3.5865,TRUE
4,3,linear,0,0.8,R,1.7514,TRUE
4,4,linear,0,0.4,R,3.0695,TRUE
4,5,radial,0.6,0,L,1.5847,TRUE
4,6,linear,0.4,0,L,2.2018,TRUE
4,7,radial,0.8,0,L,1.3179,TRUE
4,8,radial,0.2,0,L,3.1197,TRUE
4,9,radial,0,0.4,R,1.6687,TRUE
4,10,radial,0,0.2,R,4.856,TRUE
4,11,radial,0.4,0,L,2.4217,TRUE
4,12,linear,0,0.6,R,1.6849,TRUE
4,13,linear,0.8,0,L,1.4681,TRUE
4,14,linear,0.6,0,L,1.9852,TRUE
4,15,linear,0,0.2,R,3.5928,TRUE
4,16,linear,0.2,0,L,5.3887,TRUE
5,1,radial,0,0.8,R,2.2851,TRUE
5,2,radial,0,0.6,R,1.4847,TRUE
5,3,radial,0.6,0,L,2.3564,TRUE
5,4,linear,0,0.8,R,1.4856,TRUE
5,5,linear,0,0.4,R,2.453,TRUE
5,6,linear,0.4,0,L,1.9353,TRUE
5,7,radial,0.8,0,L,1.4722,TRUE
5,8,radial,0.2,0,L,2.1854,TRUE
5,9,radial,0,0.4,R,1.9851,TRUE
5,10,radial,0,0.2,R,2.4358,TRUE
5,11,radial,0.4,0,L,2.485,TRUE
5,12,linear,0,0.6,R,1.935,TRUE
5,13,linear,0.8,0,L,2.1686,TRUE
5,14,linear,0.6,0,L,1.8688,TRUE
5,15,linear,0,0.2,R,2.0017,TRUE
5,16,linear,0.2,0,L,2.6696,TRUE
