Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0,0.6, ,0,0
1,2,radial,0.6,0,L,2.8598,TRUE
1,3,radial,0,0.15,R,2.777,TRUE
1,4,radial,0,0.45,R,1.8851,TRUE
1,5,linear,0.6,0,L,2.2195,TRUE
1,6,linear,0,0.45,R,3.504,TRUE
1,7,radial,0,0.3,R,1.9187,TRUE
1,8,radial,0.45,0,L,1.6208,TRUE
1,9,radial,0,0.6,R,2.0351,TRUE
1,10,radial,0.15,0,L,2.4755,TRUE
1,11,radial,0.3,0,L,2.1686,TRUE
1,12,linear,0,0.3,R,1.6347,TRUE
1,13,linear,0.3,0,R,2.6706,FALSE
1,14,linear,0.45,0,L,2.7359,TRUE
1,15,linear,0,0.15,R,2.1699,TRUE
1,16,linear,0.15,0,R,6.422,FALSE
2,1,radial,0.6,0,L,1.6052,TRUE
2,2,linear,0,0.6,R,1.9558,TRUE
2,3,linear,0.6,0,L,2.4519,TRUE
2,4,linear,0,0.45,R,1.7097,TRUE
2,5,linear,0,0.3,R,1.7692,TRUE
2,6,linear,0.3,0,L,2.3206,TRUE
2,7,radial,0,0.15,R,1.6622,TRUE
2,8,linear,0.45,0,L,2.9624,TRUE
2,9,radial,0,0.45,R,1.936,TRUE
2,10,linear,0,0.15,R,2.9857,TRUE
2,11,radial,0,0.3,R,1.6957,TRUE
2,12,radial,0.45,0,L,1.8679,TRUE
2,13,linear,0.15,0,L,2.1687,TRUE
2,14,radial,0,0.6,R,1.6015,TRUE
2,15,radial,0.15,0,L,2.6687,TRUE
2,16,radial,0.3,0,L,2.2539,TRUE
3,1,radial,0.6,0,L,1.4372,TRUE
3,2,radial,0,0.15,R,2.8693,TRUE
3,3,linear,0,0.6,R,1.5515,TRUE
3,4,radial,0,0.45,R,2.0021,TRUE
3,5,radial,0,0.3,R,2.3019,TRUE
3,6,linear,0.6,0,L,2.486,TRUE
3,7,linear,0,0.45,R,1.7683,TRUE
3,8,radial,0.45,0,L,1.3689,TRUE
3,9,linear,0,0.3,R,2.0852,TRUE
3,10,linear,0.3,0,L,2.0751,TRUE
3,11,radial,0,0.6,R,1.9722,TRUE
3,12,linear,0.45,0,L,1.9016,TRUE
3,13,linear,0,0.15,L,4.0869,FALSE
3,14,radial,0.15,0,L,3.0364,TRUE
3,15,radial,0.3,0,L,1.9517,TRUE
3,16,linear,0.15,0,L,2.5881,TRUE
4,1,radial,0.6,0,L,1.4522,TRUE
4,2,radial,0,0.15,L,3.1195,FALSE
4,3,radial,0,0.45,R,1.9184,TRUE
4,4,radial,0,0.3,R,1.854,TRUE
4,5,linear,0,0.6,R,1.401,TRUE
4,6,radial,0.45,0,L,1.4688,TRUE
4,7,radial,0,0.6,R,2.3853,TRUE
4,8,linear,0.6,0,L,1.4843,TRUE
4,9,radial,0.15,0,L,2.2021,TRUE
4,10,radial,0.3,0,L,1.6512,TRUE
4,11,linear,0,0.45,R,1.5525,TRUE
4,12,linear,0,0.3,R,2.5233,TRUE
4,13,linear,0.3,0,L,2.5298,TRUE
4,14,linear,0.45,0,L,2.5696,TRUE
4,15,linear,0,0.15,R,2.1521,TRUE
4,16,linear,0.15,0,L,2.9194,TRUE
5,1,linear,0,0.6,R,1.6066,TRUE
5,2,radial,0.6,0,L,1.3517,TRUE
5,3,radial,0,0.15,L,3.19,FALSE
5,4,radial,0,0.45,R,1.2847,TRUE
5,5,linear,0.6,0,L,1.4347,TRUE
5,6,radial,0,0.3,R,2.27,TRUE
5,7,linear,0,0.45,R,1.4179,TRUE
5,8,radial,0.45,0,L,1.3515,TRUE
5,9,radial,0,0.6,R,1.2847,TRUE
5,10,linear,0,0.3,R,1.4848,TRUE
5,11,radial,0.15,0,R,4.3762,FALSE
5,12,radial,0.3,0,L,1.9354,TRUE
5,13,linear,0.3,0,L,1.5683,TRUE
5,14,linear,0.45,0,L,2.1017,TRUE
5,15,linear,0,0.15,R,3.0525,TRUE
5,16,linear,0.15,0,L,2.4352,TRUE
