Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0.6,0,L,2.0352,TRUE
1,2,radial,0,0.15,R,1.6347,TRUE
1,3,radial,0.45,0,L,1.1845,TRUE
1,4,radial,0.3,0,L,1.435,TRUE
1,5,radial,0.15,0,L,2.3017,TRUE
1,6,radial,0.6,0,L,1.6272,TRUE
1,7,linear,0,0.45,R,2.5858,TRUE
1,8,linear,0.15,0,L,2.0852,TRUE
1,9,radial,0,0.3,R,1.6244,TRUE
1,10,radial,0,0.6,R,1.3579,TRUE
1,11,radial,0,0.45,L,3.1362,FALSE
1,12,linear,0,0.15,R,3.7029,TRUE
1,13,linear,0.45,0,L,2.374,TRUE
1,14,linear,0,0.6,R,1.6182,TRUE
1,15,linear,0,0.3,R,2.152,TRUE
1,16,linear,0.3,0,L,2.936,TRUE
2,1,radial,0,0.15,R,1.3845,TRUE
2,2,radial,0.45,0,L,1.2355,TRUE
2,3,linear,0.6,0,L,2.0895,TRUE
2,4,linear,0,0.45,R,1.9577,TRUE
2,5,linear,0.15,0,L,1.8195,TRUE
2,6,radial,0.3,0,R,1.5897,FALSE
2,7,radial,0.15,0,R,1.7849,FALSE
2,8,linear,0,0.15,R,3.4863,TRUE
2,9,linear,0.45,0,L,2.3352,TRUE
2,10,radial,0.6,0,L,1.8849,TRUE
2,11,radial,0,0.3,R,1.3846,TRUE
2,12,radial,0,0.6,R,1.3573,TRUE
2,13,linear,0,0.6,R,1.2562,TRUE
2,14,linear,0,0.3,R,2.755,TRUE
2,15,radial,0,0.45,L,1.9182,FALSE
2,16,linear,0.3,0,L,2.8536,TRUE
3,1,linear,0.6,0,L,2.153,TRUE
3,2,linear,0,0.45,L,1.8526,FALSE
3,3,radial,0,0.15,R,3.0191,TRUE
3,4,linear,0.15,0,R,1.4931,FALSE
3,5,linear,0,0.15,R,1.8692,TRUE
3,6,radial,0.45,0,L,1.0677,TRUE
3,7,linear,0.45,0,L,1.4197,TRUE
3,8,linear,0,0.6,R,1.2179,TRUE
3,9,linear,0,0.3,R,2.0683,TRUE
3,10,radial,0.3,0,L,2.0183,TRUE
3,11,radial,0.15,0,L,3.4864,TRUE
3,12,linear,0.3,0,L,2.8256,TRUE
3,13,radial,0.6,0,L,1.7529,TRUE
3,14,radial,0,0.3,R,1.1842,TRUE
3,15,radial,0,0.6,R,1.3749,TRUE
3,16,radial,0,0.45,R,2.2686,TRUE
4,1,linear,0.6,0,L,2.1694,TRUE
4,2,radial,0,0.15,R,3.771,TRUE
4,3,radial,0.45,0,L,2.6357,TRUE
4,4,linear,0,0.45,R,2.8859,TRUE
4,5,radial,0.3,0,L,1.5344,TRUE
4,6,radial,0.15,0,L,2.2683,TRUE
4,7,radial,0.6,0,L,2.3093,TRUE
4,8,linear,0.15,0,L,2.4189,TRUE
4,9,radial,0,0.3,R,2.7574,TRUE
4,10,linear,0,0.15,L,3.8367,FALSE
4,11,linear,0.45,0,L,1.8351,TRUE
4,12,radial,0,0.6,R,2.4023,TRUE
4,13,linear,0,0.6,R,1.7946,TRUE
4,14,linear,0,0.3,R,1.2847,TRUE
4,15,radial,0,0.45,R,1.1847,TRUE
4,16,linear,0.3,0,L,3.2359,TRUE
5,1,radial,0,0.15,R,2.7191,TRUE
5,2,radial,0.45,0,L,2.5382,TRUE
5,3,radial,0.3,0,L,7.8568,TRUE
5,4,linear,0.6,0,L,1.218,TRUE
5,5,radial,0.15,0,L,1.2345,TRUE
5,6,linear,0,0.45,R,1.6186,TRUE
5,7,radial,0.6,0,L,1.4847,TRUE
5,8,linear,0.15,0,L,3.1028,TRUE
5,9,radial,0,0.3,L,2.7784,FALSE
5,10,linear,0,0.15,L,4.0065,FALSE
5,11,linear,0.45,0,L,4.2872,TRUE
5,12,linear,0,0.6,L,5.2899,FALSE
5,13,linear,0,0.3,L,1.6849,FALSE
5,14,radial,0,0.6,R,1.2346,TRUE
5,15,linear,0.3,0,R,2.0365,FALSE
5,16,radial,0,0.45,R,1.6346,TRUE
