Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0,0.8,R,5.6144,TRUE
1,2,linear,0,0.4,L,2.1685,FALSE
1,3,radial,0,0.8,R,2.8524,TRUE
1,4,radial,0,0.6,R,2.0885,TRUE
1,5,radial,0.6,0,L,1.2345,TRUE
1,6,radial,0.8,0,R,3.9871,FALSE
1,7,linear,0.4,0,L,1.3596,TRUE
1,8,linear,0,0.6,L,4.1702,FALSE
1,9,linear,0.8,0,L,2.0353,TRUE
1,10,linear,0.6,0,R,2.5521,FALSE
1,11,radial,0.2,0,L,1.3676,TRUE
1,12,radial,0,0.4,R,1.1178,TRUE
1,13,linear,0,0.2,R,2.5186,TRUE
1,14,radial,0,0.2,L,2.0865,FALSE
1,15,radial,0.4,0,R,5.0041,FALSE
1,16,linear,0.2,0,L,1.151,TRUE
2,1,linear,0,0.8,R,1.4015,TRUE
2,2,linear,0,0.4,R,2.0355,TRUE
2,3,radial,0,0.8,R,1.5516,TRUE
2,4,radial,0,0.6,L,2.6475,FALSE
2,5,radial,0.6,0,R,3.286,FALSE
2,6,radial,0.8,0,L,2.0019,TRUE
2,7,radial,0.2,0,R,2.3352,FALSE
2,8,linear,0.4,0,L,5.0875,TRUE
2,9,linear,0,0.6,R,1.4012,TRUE
2,10,radial,0,0.4,L,3.3196,FALSE
2,11,linear,0.8,0,R,1.9853,FALSE
2,12,radial,0,0.2,L,3.571,FALSE
2,13,radial,0.4,0,R,2.2686,FALSE
2,14,linear,0.6,0,L,1.7684,TRUE
2,15,linear,0,0.2,R,1.4183,TRUE
2,16,linear,0.2,0,L,2.0684,TRUE
3,1,linear,0,0.8,R,3.4193,TRUE
3,2,radial,0,0.8,L,5.1375,FALSE
3,3,radial,0,0.6,R,2.4526,TRUE
3,4,linear,0,0.4,R,2.8358,TRUE
3,5,linear,0.4,0,L,3.4195,TRUE
3,6,radial,0.6,0,L,1.2012,TRUE
3,7,linear,0,0.6,R,4.3041,TRUE
3,8,linear,0.8,0,L,1.9193,TRUE
3,9,radial,0.8,0,R,4.0539,FALSE
3,10,linear,0.6,0,L,1.4847,TRUE
3,11,radial,0.2,0,R,1.4269,FALSE
3,12,radial,0,0.4,L,3.7368,FALSE
3,13,radial,0,0.2,R,1.4516,TRUE
3,14,linear,0,0.2,L,7.5947,FALSE
3,15,radial,0.4,0,R,5.4715,FALSE
3,16,linear,0.2,0,L,1.4059,TRUE
4,1,radial,0,0.8,L,2.9593,FALSE
4,2,radial,0,0.6,R,1.1854,TRUE
4,3,linear,0,0.8,L,2.8194,FALSE
4,4,linear,0,0.4,R,1.1346,TRUE
4,5,radial,0.6,0,L,1.2514,TRUE
4,6,linear,0.4,0,L,1.4847,TRUE
4,7,radial,0.8,0,L,2.4068,TRUE
4,8,radial,0.2,0,R,8.0904,FALSE
4,9,radial,0,0.4,L,3.1195,FALSE
4,10,radial,0,0.2,L,2.7025,FALSE
4,11,radial,0.4,0,R,3.0363,FALSE
4,12,linear,0,0.6,R,2.5359,TRUE
4,13,linear,0.8,0,L,4.0086,TRUE
4,14,linear,0.6,0,L,3.4864,TRUE
4,15,linear,0,0.2,R,1.8411,TRUE
4,16,linear,0.2,0,L,1.518,TRUE
5,1,radial,0,0.8,R,1.5942,TRUE
5,2,radial,0,0.6,L,2.4191,FALSE
5,3,radial,0.6,0,L,7.0615,TRUE
5,4,linear,0,0.8,R,2.586,TRUE
5,5,linear,0,0.4,L,2.3684,FALSE
5,6,linear,0.4,0,L,1.8859,TRUE
5,7,radial,0.8,0,R,5.0161,FALSE
5,8,radial,0.2,0,L,3.5532,TRUE
5,9,radial,0,0.4,R,1.8517,TRUE
5,10,radial,0,0.2,L,3.8198,FALSE
5,11,radial,0.4,0,L,4.9719,TRUE
5,12,linear,0,0.6,R,2.4856,TRUE
5,13,linear,0.8,0,L,1.5346,TRUE
5,14,linear,0.6,0,L,1.6183,TRUE
5,15,linear,0,0.2,L,2.0519,FALSE
5,16,linear,0.2,0,L,2.5022,TRUE
