"","SubID","PatternType","RT","Acc","Speed","Gender","Coh","group"
"348",1055,"radial",2.0538,TRUE,"2deg/s","Female",0.4,"child"
"349",1055,"radial",1.0676,TRUE,"8deg/s","Female",0.6,"child"
"350",1055,"linear",1.6855,TRUE,"8deg/s","Female",0.4,"child"
"351",1055,"linear",3.4692,TRUE,"2deg/s","Female",0.2,"child"
"352",1055,"linear",2.1186,TRUE,"2deg/s","Female",0.6,"child"
"353",1055,"radial",1.7592,TRUE,"2deg/s","Female",0.6,"child"
"354",1055,"radial",2.4042,TRUE,"2deg/s","Female",0.6,"child"
"355",1055,"linear",1.8049,TRUE,"8deg/s","Female",0.6,"child"
"356",1055,"radial",1.1189,TRUE,"2deg/s","Female",0.4,"child"
"357",1055,"radial",1.8391,TRUE,"2deg/s","Female",0.4,"child"
"358",1055,"linear",2.2392,TRUE,"2deg/s","Female",0.2,"child"
"359",1055,"linear",3.154,TRUE,"8deg/s","Female",0.6,"child"
"360",1055,"radial",1.3513,TRUE,"2deg/s","Female",0.4,"child"
"361",1055,"linear",3.0024,TRUE,"8deg/s","Female",0.4,"child"
"362",1055,"radial",1.4511,TRUE,"8deg/s","Female",0.6,"child"
"363",1055,"linear",2.1521,TRUE,"2deg/s","Female",0.6,"child"
"364",1055,"radial",1.7185,TRUE,"8deg/s","Female",0.8,"child"
