"","ParticipantID","SessionDate","Block","Trial","PatternType","LeftCoh","RightCoh","Response","RT","Acc","Coh","Run","DegPSec","Gender","Race","Ethnicity","Language","Setting","State","SpeedOrder","AgeYears","Age","SubID","Speed"
"1",1,"Oct-2014",1,1,"linear",0.1,0,"L",3.0539,TRUE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"2",1,"Oct-2014",1,1,"radial",0.15,0,"L",3.402,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"3",1,"Oct-2014",1,2,"linear",0.2,0,"L",0.85076,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"4",1,"Oct-2014",1,2,"radial",0.1,0,"R",1.5851,FALSE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"5",1,"Oct-2014",1,3,"radial",0.2,0,"L",1.0013,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"6",1,"Oct-2014",1,3,"radial",0,0.15,"R",2.286,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"7",1,"Oct-2014",1,4,"linear",0.05,0,"L",1.1344,TRUE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"8",1,"Oct-2014",1,4,"radial",0,0.2,"L",2.8856,FALSE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"9",1,"Oct-2014",1,5,"linear",0,0.2,"R",1.0344,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"10",1,"Oct-2014",1,5,"radial",0.05,0,"R",2.8529,FALSE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"11",1,"Oct-2014",1,6,"radial",0,0.05,"L",1.1844,FALSE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"12",1,"Oct-2014",1,6,"linear",0.2,0,"L",1.0343,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"13",1,"Oct-2014",1,7,"radial",0,0.2,"R",1.0174,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"14",1,"Oct-2014",1,7,"linear",0,0.1,"L",2.4021,FALSE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"15",1,"Oct-2014",1,8,"linear",0,0.15,"L",1.0178,FALSE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"16",1,"Oct-2014",1,8,"linear",0.15,0,"L",1.0679,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"17",1,"Oct-2014",1,9,"radial",0,0.15,"L",1.402,FALSE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"18",1,"Oct-2014",1,9,"radial",0,0.1,"R",3.7867,TRUE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"19",1,"Oct-2014",1,10,"linear",0,0.1,"L",1.939,FALSE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"20",1,"Oct-2014",1,10,"linear",0.05,0,"L",2.769,TRUE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"21",1,"Oct-2014",1,11,"radial",0.05,0,"R",2.3854,FALSE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"22",1,"Oct-2014",1,11,"radial",0,0.05,"R",2.586,TRUE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"23",1,"Oct-2014",1,12,"linear",0,0.05,"L",2.1412,FALSE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"24",1,"Oct-2014",1,12,"radial",0.2,0,"L",0.9842,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"25",1,"Oct-2014",1,13,"radial",0.15,0,"L",1.1919,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"26",1,"Oct-2014",1,13,"linear",0,0.15,"L",1.2845,FALSE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"27",1,"Oct-2014",1,14,"linear",0.15,0,"L",0.88476,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"28",1,"Oct-2014",1,14,"linear",0,0.2,"R",0.90121,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"29",1,"Oct-2014",1,15,"radial",0,0.1,"L",2.0746,FALSE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"30",1,"Oct-2014",1,15,"linear",0.1,0,"R",3.7207,FALSE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"31",1,"Oct-2014",1,16,"radial",0.1,0,"R",2.1296,FALSE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"32",1,"Oct-2014",1,16,"linear",0,0.05,"R",3.4867,TRUE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"33",1,"Oct-2014",2,1,"radial",0.2,0,"L",1.2012,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"34",1,"Oct-2014",2,1,"linear",0.2,0,"L",0.95093,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"35",1,"Oct-2014",2,2,"linear",0.1,0,"L",1.3216,TRUE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"36",1,"Oct-2014",2,2,"radial",0.15,0,"L",1.2012,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"37",1,"Oct-2014",2,3,"linear",0.2,0,"L",0.86772,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"38",1,"Oct-2014",2,3,"linear",0,0.1,"L",NA,FALSE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"39",1,"Oct-2014",2,4,"linear",0.05,0,"R",NA,FALSE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"40",1,"Oct-2014",2,4,"radial",0.1,0,"L",1.3445,TRUE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"41",1,"Oct-2014",2,5,"linear",0,0.2,"R",0.90089,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"42",1,"Oct-2014",2,5,"radial",0,0.15,"R",1.4514,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"43",1,"Oct-2014",2,6,"radial",0,0.05,"L",1.4181,FALSE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"44",1,"Oct-2014",2,6,"linear",0.15,0,"L",1.001,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"45",1,"Oct-2014",2,7,"radial",0,0.2,"R",0.95096,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"46",1,"Oct-2014",2,7,"radial",0,0.2,"R",1.1009,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"47",1,"Oct-2014",2,8,"linear",0,0.15,"R",1.835,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"48",1,"Oct-2014",2,8,"radial",0.05,0,"R",1.3345,FALSE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"49",1,"Oct-2014",2,9,"linear",0,0.1,"L",1.7683,FALSE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"50",1,"Oct-2014",2,9,"radial",0,0.1,"R",2.1871,TRUE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"51",1,"Oct-2014",2,10,"radial",0,0.15,"R",0.93426,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"52",1,"Oct-2014",2,10,"linear",0.05,0,"L",1.2845,TRUE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"53",1,"Oct-2014",2,11,"radial",0.05,0,"R",2.2852,FALSE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"54",1,"Oct-2014",2,11,"radial",0,0.05,"L",2.7857,FALSE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"55",1,"Oct-2014",2,12,"radial",0.15,0,"L",0.96759,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"56",1,"Oct-2014",2,12,"linear",0,0.15,"R",1.5678,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"57",1,"Oct-2014",2,13,"linear",0,0.05,"R",3.1377,TRUE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"58",1,"Oct-2014",2,13,"linear",0,0.2,"R",1.1344,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"59",1,"Oct-2014",2,14,"radial",0,0.1,"L",1.8408,FALSE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"60",1,"Oct-2014",2,14,"linear",0.1,0,"L",1.835,TRUE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"61",1,"Oct-2014",2,15,"radial",0.1,0,"L",2.869,TRUE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"62",1,"Oct-2014",2,15,"radial",0.2,0,"L",0.90094,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"63",1,"Oct-2014",2,16,"linear",0.15,0,"L",1.0873,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"64",1,"Oct-2014",2,16,"linear",0,0.05,"R",NA,TRUE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"65",1,"Oct-2014",3,1,"radial",0.2,0,"L",0.98428,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"66",1,"Oct-2014",3,1,"radial",0.15,0,"L",1.8348,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"67",1,"Oct-2014",3,2,"radial",0,0.05,"L",1.0511,FALSE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"68",1,"Oct-2014",3,2,"radial",0.1,0,"L",2.1386,TRUE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"69",1,"Oct-2014",3,3,"radial",0,0.2,"R",0.83418,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"70",1,"Oct-2014",3,3,"radial",0,0.15,"R",1.001,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"71",1,"Oct-2014",3,4,"radial",0,0.15,"R",1.7348,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"72",1,"Oct-2014",3,4,"radial",0,0.2,"R",1.0356,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"73",1,"Oct-2014",3,5,"linear",0.1,0,"R",2.686,FALSE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"74",1,"Oct-2014",3,5,"radial",0.05,0,"R",1.568,FALSE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"75",1,"Oct-2014",3,6,"linear",0.2,0,"L",1.151,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"76",1,"Oct-2014",3,6,"radial",0,0.1,"R",1.3552,TRUE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"77",1,"Oct-2014",3,7,"linear",0.05,0,"R",2.7523,FALSE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"78",1,"Oct-2014",3,7,"radial",0,0.05,"L",2.5358,FALSE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"79",1,"Oct-2014",3,8,"linear",0,0.2,"L",1.1344,FALSE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"80",1,"Oct-2014",3,8,"linear",0.2,0,"L",0.88424,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"81",1,"Oct-2014",3,9,"linear",0,0.15,"R",1.0009,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"82",1,"Oct-2014",3,9,"linear",0,0.1,"L",0.98445,FALSE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"83",1,"Oct-2014",3,10,"radial",0.05,0,"L",3.2201,TRUE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"84",1,"Oct-2014",3,10,"radial",0.2,0,"L",1.1518,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"85",1,"Oct-2014",3,11,"radial",0.15,0,"L",1.3346,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"86",1,"Oct-2014",3,11,"linear",0.15,0,"L",1.301,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"87",1,"Oct-2014",3,12,"radial",0,0.1,"R",2.8863,TRUE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"88",1,"Oct-2014",3,12,"linear",0.05,0,"L",1.3919,TRUE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"89",1,"Oct-2014",3,13,"radial",0.1,0,"L",1.4223,TRUE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"90",1,"Oct-2014",3,13,"linear",0,0.15,"L",1.3847,FALSE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"91",1,"Oct-2014",3,14,"linear",0,0.1,"R",2.0564,TRUE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"92",1,"Oct-2014",3,14,"linear",0,0.2,"R",1.3513,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"93",1,"Oct-2014",3,15,"linear",0,0.05,"R",1.5181,TRUE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"94",1,"Oct-2014",3,15,"linear",0.1,0,"L",2.2855,TRUE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"95",1,"Oct-2014",3,16,"linear",0.15,0,"L",1.3011,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"96",1,"Oct-2014",3,16,"linear",0,0.05,"L",1.8349,FALSE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"97",1,"Oct-2014",4,1,"linear",0.1,0,"L",1.2348,TRUE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"98",1,"Oct-2014",4,1,"radial",0.15,0,"L",1.241,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"99",1,"Oct-2014",4,2,"radial",0.2,0,"L",1.0177,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"100",1,"Oct-2014",4,2,"linear",0.2,0,"L",0.96766,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"101",1,"Oct-2014",4,3,"radial",0,0.05,"R",2.2352,TRUE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"102",1,"Oct-2014",4,3,"radial",0.1,0,"L",1.8521,TRUE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"103",1,"Oct-2014",4,4,"linear",0.2,0,"L",0.86751,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"104",1,"Oct-2014",4,4,"radial",0,0.15,"R",2.4067,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"105",1,"Oct-2014",4,5,"linear",0.05,0,"L",1.0846,TRUE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"106",1,"Oct-2014",4,5,"linear",0,0.1,"R",3.4863,TRUE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"107",1,"Oct-2014",4,6,"radial",0,0.2,"L",1.4241,FALSE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"108",1,"Oct-2014",4,6,"radial",0,0.2,"R",0.86781,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"109",1,"Oct-2014",4,7,"radial",0,0.15,"R",1.4854,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"110",1,"Oct-2014",4,7,"radial",0.05,0,"L",1.2345,TRUE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"111",1,"Oct-2014",4,8,"linear",0,0.2,"R",1.1346,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"112",1,"Oct-2014",4,8,"linear",0.15,0,"L",0.9343,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"113",1,"Oct-2014",4,9,"linear",0,0.15,"L",1.3343,FALSE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"114",1,"Oct-2014",4,9,"radial",0,0.1,"L",1.1847,FALSE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"115",1,"Oct-2014",4,10,"linear",0,0.1,"R",2.1351,TRUE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"116",1,"Oct-2014",4,10,"radial",0,0.05,"L",2.7534,FALSE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"117",1,"Oct-2014",4,11,"radial",0.05,0,"L",1.8351,TRUE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"118",1,"Oct-2014",4,11,"radial",0.2,0,"L",1.0719,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"119",1,"Oct-2014",4,12,"linear",0,0.05,"R",1.9683,TRUE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"120",1,"Oct-2014",4,12,"linear",0.05,0,"L",1.1105,TRUE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"121",1,"Oct-2014",4,13,"radial",0.15,0,"L",1.9038,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"122",1,"Oct-2014",4,13,"linear",0,0.15,"L",1.368,FALSE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"123",1,"Oct-2014",4,14,"linear",0.15,0,"L",2.155,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"124",1,"Oct-2014",4,14,"linear",0,0.2,"R",1.2012,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"125",1,"Oct-2014",4,15,"radial",0,0.1,"R",1.7182,TRUE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"126",1,"Oct-2014",4,15,"linear",0.1,0,"L",1.2253,TRUE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"127",1,"Oct-2014",4,16,"radial",0.1,0,"R",2.7358,FALSE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"128",1,"Oct-2014",4,16,"linear",0,0.05,"R",1.529,TRUE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"129",1,"Oct-2014",5,1,"radial",0.2,0,"L",0.95111,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"130",1,"Oct-2014",5,1,"linear",0.2,0,"L",0.83767,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"131",1,"Oct-2014",5,2,"linear",0.1,0,"L",2.052,TRUE,0.1,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"132",1,"Oct-2014",5,2,"radial",0.15,0,"L",1.0844,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"133",1,"Oct-2014",5,3,"linear",0.2,0,"L",1.2381,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"134",1,"Oct-2014",5,3,"linear",0,0.1,"R",1.9183,TRUE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"135",1,"Oct-2014",5,4,"radial",0,0.05,"L",1.5014,FALSE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"136",1,"Oct-2014",5,4,"radial",0.1,0,"L",0.95109,TRUE,0.1,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"137",1,"Oct-2014",5,5,"radial",0,0.2,"R",1.785,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"138",1,"Oct-2014",5,5,"linear",0.15,0,"L",0.98398,TRUE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"139",1,"Oct-2014",5,6,"linear",0.05,0,"L",2.9196,TRUE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"140",1,"Oct-2014",5,6,"radial",0,0.15,"L",1.9183,FALSE,0.15,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"141",1,"Oct-2014",5,7,"linear",0,0.2,"R",0.95095,TRUE,0.2,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"142",1,"Oct-2014",5,7,"radial",0,0.2,"R",1.0847,TRUE,0.2,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"143",1,"Oct-2014",5,8,"radial",0,0.15,"R",0.90103,TRUE,0.15,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"144",1,"Oct-2014",5,8,"radial",0.05,0,"R",1.3514,FALSE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
"145",1,"Oct-2014",5,9,"radial",0.05,0,"R",2.1556,FALSE,0.05,1,2,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,2
"146",1,"Oct-2014",5,9,"linear",0.05,0,"L",0.834,TRUE,0.05,2,8,"Male","White","Not Hispanic or Latino","English","Lab","PA","2-8",21.86447639,21.86447639,1,8
