"SubID","Block","Trial","PatternType","LeftCoh","RightCoh","Response","RT","Acc","Speed","AgeDays","Gender","Condition","Group","group.name","Coh"
"1060",2,3,"radial",0,0.2,"R",3.1906,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",2,6,"radial",0.6,0,"L",1.2182,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,16,"linear",0,0.6,"R",2.0029,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",3,10,"linear",0.8,0,"L",1.668,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,15,"linear",0,0.2,"R",3.1067,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",2,3,"linear",0,0.8,"R",1.3847,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",1,1,"radial",0,0.8,"R",1.6518,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",2,12,"linear",0.4,0,"R",3.2029,FALSE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",1,2,"linear",0,0.4,"R",4.3724,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",1,6,"radial",0.8,0,"L",1.7849,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,16,"linear",0.2,0,"L",2.6858,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,1,"radial",0.4,0,"L",1.3847,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",3,8,"radial",0.8,0,"L",1.6183,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",2,11,"radial",0.6,0,"L",2.0016,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",1,13,"radial",0.4,0,"L",1.6192,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",1,8,"linear",0,0.6,"R",2.5689,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",4,4,"linear",0,0.8,"R",1.2345,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",1,16,"linear",0.2,0," ",0,FALSE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",4,12,"linear",0,0.6,"R",2.6692,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,3,"radial",0.4,0,"L",3.091,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",1,16,"linear",0.2,0,"L",2.6696,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,8,"radial",0,0.8,"R",1.4182,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",3,4,"radial",0,0.4,"R",1.4513,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",3,1,"radial",0.4,0,"L",2.0689,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,2,"radial",0,0.8,"R",1.3181,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",1,3,"radial",0,0.8,"R",2.1686,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,2,"radial",0,0.6,"R",1.2179,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",4,14,"linear",0,0.2,"L",2.4925,FALSE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",4,13,"radial",0.4,0,"L",1.2932,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",3,15,"radial",0.2,0,"L",4.5429,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",2,16,"linear",0,0.6,"R",2.5697,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",3,15,"radial",0.2,0,"R",3.8365,FALSE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,8,"linear",0,0.4,"R",2.6522,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",1,3,"radial",0,0.8,"R",2.5688,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",1,12,"linear",0,0.6,"R",1.6849,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,6,"linear",0.4,0,"L",2.3038,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",2,8,"radial",0.2,0,"L",3.8536,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",2,10,"linear",0,0.6,"R",1.7018,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",4,16,"linear",0.2,0,"L",1.3021,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,9,"radial",0,0.6,"R",1.4017,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,9,"linear",0.2,0,"L",4.054,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,12,"radial",0,0.2,"R",2.7192,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,12,"radial",0,0.4,"R",2.252,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",3,11,"linear",0.6,0,"L",3.3102,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",3,7,"radial",0,0.2,"L",2.6959,FALSE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,2,"radial",0.4,0,"L",2.0019,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",2,5,"radial",0.8,0,"L",1.5021,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",2,14,"linear",0,0.4,"R",1.6096,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",1,13,"linear",0,0.2,"R",6.4727,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,1,"radial",0,0.8,"R",2.2851,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,1,"linear",0,0.8,"R",2.5689,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",1,2,"linear",0,0.4,"R",2.5022,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,3,"radial",0.6,0,"L",1.0343,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",1,10,"linear",0.6,0,"L",1.8016,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",1,6,"radial",0.6,0,"L",1.7347,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,11,"radial",0,0.6,"R",1.468,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,5,"linear",0.6,0,"L",2.3684,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",4,15,"linear",0,0.2,"R",2.2354,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",2,7,"radial",0,0.8,"R",4.7876,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,9,"radial",0,0.4,"R",1.8185,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",2,12,"linear",0.4,0,"L",1.3349,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,16,"linear",0.2,0,"L",1.4176,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",2,10,"linear",0,0.4,"R",1.7349,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,1,"radial",0,0.8,"R",2.0351,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,16,"linear",0.2,0,"L",1.7347,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,7,"radial",0.8,0,"L",1.3179,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,12,"radial",0,0.2,"R",2.4188,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",2,1,"linear",0,0.8,"R",1.6347,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,4,"linear",0,0.4,"R",1.3686,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",1,1,"linear",0,0.8,"R",1.9517,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,7,"linear",0,0.6,"R",1.3022,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",4,7,"radial",0.8,0,"L",1.2179,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,2,"linear",0,0.4,"R",1.5888,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,10,"radial",0,0.2,"R",1.5857,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",4,1,"linear",0,0.8,"R",2.5195,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",2,6,"radial",0.8,0,"L",1.9851,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",2,15,"linear",0.2,0,"R",2.6366,FALSE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,6,"radial",0.8,0,"L",1.2681,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",3,8,"linear",0.6,0,"L",1.978,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,2,"linear",0.8,0,"L",2.886,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",1,9,"linear",0.8,0,"L",2.0519,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",3,11,"linear",0.6,0,"L",2.5361,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",3,14,"radial",0,0.8,"R",1.4347,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,7,"radial",0.8,0,"L",1.3346,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",3,12,"radial",0.8,0,"L",1.655,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",2,1,"linear",0,0.8,"R",2.1187,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",2,6,"linear",0.4,0,"L",3.5373,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",3,7,"radial",0.6,0,"L",1.4014,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,14,"radial",0,0.8,"R",1.5179,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,6,"linear",0.4,0,"R",1.9518,FALSE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,11,"radial",0.4,0,"L",1.2721,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",2,12,"radial",0.8,0,"L",1.7849,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",3,9,"radial",0.2,0,"L",1.3384,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",4,7,"radial",0.2,0,"L",2.338,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,15,"linear",0,0.2,"R",4.0036,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",2,7,"radial",0.6,0,"L",1.5017,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",1,7,"radial",0.2,0,"L",1.4845,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",4,12,"linear",0,0.6,"R",1.1009,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",1,8,"radial",0.2,0,"L",3.1197,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,13,"radial",0.6,0,"L",1.302,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",3,12,"linear",0.2,0,"L",3.6363,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,4,"linear",0,0.8,"R",1.9521,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",3,2,"radial",0.4,0,"L",1.7683,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",1,2,"radial",0,0.8,"R",1.9517,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",3,11,"radial",0,0.2,"R",2.169,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",4,3,"linear",0,0.8,"R",1.101,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",2,10,"radial",0,0.6,"R",1.4353,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",1,4,"radial",0,0.6,"R",2.7192,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",3,11,"radial",0,0.6,"R",1.2513,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,8,"radial",0,0.8,"R",1.8519,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",2,1,"linear",0,0.8,"R",2.102,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",1,16,"linear",0.2,0,"L",5.994,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,2,"radial",0,0.6,"R",3.5865,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",1,16,"linear",0.2,0,"L",5.3887,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,10,"radial",0,0.6,"R",1.468,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,14,"linear",0,0.4,"L",2.1018,FALSE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",2,2,"radial",0.4,0,"L",3.9535,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,3,"radial",0,0.6,"R",1.1348,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",4,9,"radial",0,0.4,"R",1.4598,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",3,4,"radial",0,0.2,"R",3.8036,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,3,"linear",0,0.8,"R",1.7514,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",2,8,"linear",0.6,0,"L",3.555,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",1,7,"radial",0.8,0,"L",1.4722,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,9,"linear",0.8,0,"L",1.4511,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",1,13,"radial",0,0.2,"R",2.9192,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",4,8,"linear",0.4,0,"L",1.0845,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,10,"radial",0,0.2,"L",1.6525,FALSE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",4,1,"linear",0,0.8,"R",1.7737,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,8,"linear",0,0.6,"R",1.7015,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",4,14,"linear",0.6,0,"L",1.3213,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",4,8,"radial",0.2,0,"L",1.556,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,5,"linear",0,0.4,"R",2.453,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",3,10,"radial",0.2,0,"L",3.6051,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",2,4,"radial",0,0.4,"R",4.5274,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,3,"radial",0,0.8,"R",1.4764,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",3,14,"linear",0,0.4,"R",2.2352,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,13,"radial",0,0.2,"R",2.2185,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,12,"linear",0,0.6,"R",1.935,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,1,"radial",0.4,0,"L",1.6013,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",1,2,"radial",0,0.6,"R",1.4847,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",3,5,"linear",0.6,0,"L",1.5523,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",4,10,"linear",0.6,0,"L",3.8368,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,4,"linear",0,0.8,"R",1.8691,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",3,3,"radial",0.4,0,"L",1.8015,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",1,11,"radial",0.4,0,"L",2.4217,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",1,13,"linear",0.8,0,"L",2.1686,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",1,11,"radial",0.4,0,"L",2.485,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",3,16,"radial",0,0.6,"R",1.3011,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",3,14,"linear",0,0.4,"R",2.5025,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,13,"linear",0.8,0,"L",1.2186,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,6,"radial",0.6,0,"L",1.2689,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,5,"linear",0.6,0," ",0,FALSE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,8,"linear",0,0.4,"R",2.3854,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,4,"linear",0,0.4,"R",1.1179,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,13,"linear",0.8,0,"L",2.6021,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,10,"linear",0.6,0,"L",2.4023,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",3,7,"radial",0,0.8,"R",1.3515,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,16,"linear",0.2,0,"R",5.5048,FALSE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",2,15,"linear",0.2,0,"L",4.637,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",2,12,"linear",0.2,0,"L",2.9359,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,5,"radial",0,0.2,"R",2.9693,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",4,14,"linear",0.6,0,"L",3.1378,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,7,"linear",0,0.2,"R",4.487,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,4,"linear",0,0.8,"R",1.4856,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",1,6,"linear",0.4,0,"L",1.9353,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,14,"radial",0,0.2,"R",2.4076,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,10,"linear",0.6,0,"L",3.2029,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",1,15,"linear",0,0.2,"R",3.5928,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,11,"radial",0.6,0,"L",2.4184,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",3,8,"radial",0.2,0,"L",2.9525,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,13,"linear",0,0.6,"R",2.0026,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",3,6,"radial",0.6,0,"L",1.5844,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",4,8,"radial",0.2,0,"L",1.5553,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",2,9,"radial",0.2,0,"L",2.253,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,14,"radial",0,0.2,"R",2.2358,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",4,14,"linear",0.6,0,"L",2.8357,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,15,"linear",0.2,0,"L",1.6679,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,3,"linear",0,0.8,"R",1.3014,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",3,13,"linear",0,0.2,"R",2.2515,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,1,"linear",0,0.8,"L",2.2403,FALSE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",2,15,"radial",0.2,0,"R",3.7868,FALSE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,9,"linear",0,0.6,"R",2.536,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",4,5,"radial",0.6,0,"L",2.455,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",4,11,"linear",0.8,0,"L",1.3035,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",3,2,"linear",0.8,0,"L",3.2026,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",3,1,"linear",0,0.8,"R",1.9352,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",2,10,"radial",0.2,0,"L",3.1555,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,13,"linear",0.8,0,"L",1.4681,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
"1060",4,2,"linear",0,0.4,"R",1.7721,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",1,5,"radial",0.6,0,"L",2.0184,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",1,8,"radial",0.2,0,"L",2.1854,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,5,"linear",0.6,0,"L",2.1195,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",2,15,"radial",0.2,0,"L",2.9695,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",1,15,"linear",0,0.2,"R",2.0017,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.2
"1060",3,16,"radial",0,0.6,"R",1.2069,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.6
"1060",3,12,"linear",0.4,0,"L",1.6552,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,6,"linear",0.4,0,"L",2.203,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",4,15,"radial",0.4,0,"L",1.6857,TRUE,8,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.4
"1060",3,14,"radial",0,0.8,"R",2.1183,TRUE,2,2545,"Female","white","linear-radial coh [.2 .4 .6 .8]",8228,0.8
