Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0,0.8,R,1.368,TRUE
1,2,linear,0,0.4,L,1.2864,FALSE
1,3,radial,0,0.8,R,4.3713,TRUE
1,4,radial,0,0.6,R,3.0192,TRUE
1,5,radial,0.6,0,L,3.6202,TRUE
1,6,radial,0.8,0,L,3.5864,TRUE
1,7,linear,0.4,0,R,9.0412,FALSE
1,8,linear,0,0.6,R,5.3925,TRUE
1,9,linear,0.8,0,L,7.4577,TRUE
1,10,linear,0.6,0,R,1.0192,FALSE
1,11,radial,0.2,0,L,7.5898,TRUE
1,12,radial,0,0.4,R,2.6523,TRUE
1,13,linear,0,0.2,L,6.9225,FALSE
1,14,radial,0,0.2,R,6.1552,TRUE
1,15,radial,0.4,0,L,6.4131,TRUE
1,16,linear,0.2,0,L,7.6233,TRUE
2,1,linear,0,0.8,R,5.6891,TRUE
2,2,linear,0,0.4,R,2.5857,TRUE
2,3,radial,0,0.8,R,6.2222,TRUE
2,4,radial,0,0.6,R,1.8013,TRUE
2,5,radial,0.6,0,L,1.7349,TRUE
2,6,radial,0.8,0,L,1.5685,TRUE
2,7,radial,0.2,0,L,2.1352,TRUE
2,8,linear,0.4,0, ,0,0
2,9,linear,0,0.6,R,3.4196,TRUE
2,10,radial,0,0.4,R,1.9077,TRUE
2,11,linear,0.8,0,R,1.8182,FALSE
2,12,radial,0,0.2,R,3.109,TRUE
2,13,radial,0.4,0,L,2.2188,TRUE
2,14,linear,0.6,0,R,2.9194,FALSE
2,15,linear,0,0.2,R,2.8525,TRUE
2,16,linear,0.2,0,R,3.0861,FALSE
3,1,linear,0,0.8,R,3.2194,TRUE
3,2,radial,0,0.8,R,1.9353,TRUE
3,3,radial,0,0.6,R,1.7536,TRUE
3,4,linear,0,0.4,R,3.5364,TRUE
3,5,linear,0.4,0, ,0,0
3,6,radial,0.6,0,L,2.4126,TRUE
3,7,linear,0,0.6, ,0,0
3,8,linear,0.8,0,L,3.9898,TRUE
3,9,radial,0.8,0,L,2.5689,TRUE
3,10,linear,0.6,0,R,3.3526,FALSE
3,11,radial,0.2,0,L,2.9357,TRUE
3,12,radial,0,0.4,R,2.093,TRUE
3,13,radial,0,0.2,R,1.3676,TRUE
3,14,linear,0,0.2,R,1.418,TRUE
3,15,radial,0.4,0,R,1.8217,FALSE
3,16,linear,0.2,0,R,1.5182,FALSE
4,1,radial,0,0.8,R,3.5363,TRUE
4,2,radial,0,0.6,R,1.2177,TRUE
4,3,linear,0,0.8,R,0.74383,TRUE
4,4,linear,0,0.4,R,1.3176,TRUE
4,5,radial,0.6,0, ,0,0
4,6,linear,0.4,0, ,0,0
4,7,radial,0.8,0, ,0,0
4,8,radial,0.2,0,L,2.7188,TRUE
4,9,radial,0,0.4,R,1.5527,TRUE
4,10,radial,0,0.2,R,1.8882,TRUE
4,11,radial,0.4,0,L,2.1069,TRUE
4,12,linear,0,0.6,L,1.935,FALSE
4,13,linear,0.8,0,L,3.336,TRUE
4,14,linear,0.6,0, ,0,0
4,15,linear,0,0.2,R,3.0693,TRUE
4,16,linear,0.2,0,R,2.2687,FALSE
5,1,radial,0,0.8,R,1.9904,TRUE
5,2,radial,0,0.6,R,2.1188,TRUE
5,3,radial,0.6,0,L,2.0852,TRUE
5,4,linear,0,0.8,L,2.8699,FALSE
5,5,linear,0,0.4,L,3.3698,FALSE
5,6,linear,0.4,0,R,2.0349,FALSE
5,7,radial,0.8,0, ,0,0
5,8,radial,0.2,0,R,2.135,FALSE
5,9,radial,0,0.4, ,0,0
5,10,radial,0,0.2,R,5.421,TRUE
5,11,radial,0.4,0,L,5.1904,TRUE
5,12,linear,0,0.6,L,3.8375,FALSE
5,13,linear,0.8,0,L,2.5857,TRUE
5,14,linear,0.6,0,L,2.661,TRUE
5,15,linear,0,0.2,L,2.3688,FALSE
5,16,linear,0.2,0, ,0,0
