Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0,0.8,R,4.9544,TRUE
1,2,linear,0,0.4,R,4.1053,TRUE
1,3,radial,0,0.8,R,2.236,TRUE
1,4,radial,0,0.6,R,1.9184,TRUE
1,5,radial,0.6,0,L,2.3352,TRUE
1,6,radial,0.8,0,L,1.7016,TRUE
1,7,linear,0.4,0, ,0,0
1,8,linear,0,0.6,R,6.9727,TRUE
1,9,linear,0.8,0,L,4.0706,TRUE
1,10,linear,0.6,0,L,1.7014,TRUE
1,11,radial,0.2,0,L,2.1354,TRUE
1,12,radial,0,0.4,R,2.1517,TRUE
1,13,linear,0,0.2, ,0,0
1,14,radial,0,0.2,R,1.9348,TRUE
1,15,radial,0.4,0,L,1.3271,TRUE
1,16,linear,0.2,0,L,3.7703,TRUE
2,1,linear,0,0.8,R,3.0904,TRUE
2,2,linear,0,0.4,R,2.5856,TRUE
2,3,radial,0,0.8,R,3.2694,TRUE
2,4,radial,0,0.6,R,1.9351,TRUE
2,5,radial,0.6,0,L,2.2028,TRUE
2,6,radial,0.8,0,L,1.6356,TRUE
2,7,radial,0.2,0,L,2.9701,TRUE
2,8,linear,0.4,0,L,4.0041,TRUE
2,9,linear,0,0.6,R,2.4355,TRUE
2,10,radial,0,0.4,R,2.1524,TRUE
2,11,linear,0.8,0,L,5.4047,TRUE
2,12,radial,0,0.2,R,2.4525,TRUE
2,13,radial,0.4,0,L,3.237,TRUE
2,14,linear,0.6,0,L,2.6024,TRUE
2,15,linear,0,0.2, ,0,0
2,16,linear,0.2,0,R,4.4446,FALSE
3,1,linear,0,0.8,R,3.9031,TRUE
3,2,radial,0,0.8,R,1.9854,TRUE
3,3,radial,0,0.6,R,1.4354,TRUE
3,4,linear,0,0.4,R,3.153,TRUE
3,5,linear,0.4,0,L,5.7051,TRUE
3,6,radial,0.6,0,L,6.1218,TRUE
3,7,linear,0,0.6,R,7.6067,TRUE
3,8,linear,0.8,0, ,0,0
3,9,radial,0.8,0,L,4.1203,TRUE
3,10,linear,0.6,0,L,3.0697,TRUE
3,11,radial,0.2,0,L,4.3539,TRUE
3,12,radial,0,0.4,R,2.5856,TRUE
3,13,radial,0,0.2,R,1.425,TRUE
3,14,linear,0,0.2,L,3.353,FALSE
3,15,radial,0.4,0,L,4.5546,TRUE
3,16,linear,0.2,0, ,0,0
4,1,radial,0,0.8,R,2.5359,TRUE
4,2,radial,0,0.6,R,4.5209,TRUE
4,3,linear,0,0.8,R,5.6402,TRUE
4,4,linear,0,0.4,R,5.3104,TRUE
4,5,radial,0.6,0,L,2.252,TRUE
4,6,linear,0.4,0,L,6.1887,TRUE
4,7,radial,0.8,0,L,4.3871,TRUE
4,8,radial,0.2,0,L,9.5472,TRUE
4,9,radial,0,0.4,R,5.0044,TRUE
4,10,radial,0,0.2,R,6.1775,TRUE
4,11,radial,0.4,0,L,3.039,TRUE
4,12,linear,0,0.6,L,8.1408,FALSE
4,13,linear,0.8,0,L,3.8535,TRUE
4,14,linear,0.6,0,L,2.3019,TRUE
4,15,linear,0,0.2,L,2.4353,FALSE
4,16,linear,0.2,0,L,2.2851,TRUE
5,1,radial,0,0.8,R,1.5847,TRUE
5,2,radial,0,0.6,R,1.5011,TRUE
5,3,radial,0.6,0,L,1.9349,TRUE
5,4,linear,0,0.8,R,5.5716,TRUE
5,5,linear,0,0.4,R,4.1205,TRUE
5,6,linear,0.4,0,L,10.0586,TRUE
5,7,radial,0.8,0,L,3.8033,TRUE
5,8,radial,0.2,0,L,8.9439,TRUE
5,9,radial,0,0.4,R,4.4213,TRUE
5,10,radial,0,0.2, ,0,0
5,11,radial,0.4,0,L,2.4359,TRUE
5,12,linear,0,0.6, ,0,0
5,13,linear,0.8,0,L,6.6055,TRUE
5,14,linear,0.6,0,L,2.6859,TRUE
5,15,linear,0,0.2,L,2.4756,FALSE
5,16,linear,0.2,0,L,2.3853,TRUE
