Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0,0.8,R,4.8373,TRUE
1,2,linear,0.8,0,L,2.6024,TRUE
1,3,radial,0.4,0,L,2.7695,TRUE
1,4,radial,0,0.4,R,5.3714,TRUE
1,5,linear,0.6,0,L,9.895,TRUE
1,6,linear,0.4,0, ,0,0
1,7,linear,0,0.2, ,0,0
1,8,linear,0,0.4,R,4.0873,TRUE
1,9,linear,0.2,0, ,0,0
1,10,linear,0,0.6, ,0,0
1,11,radial,0,0.2, ,0,0
1,12,radial,0.8,0,L,4.037,TRUE
1,13,radial,0.6,0,L,2.7274,TRUE
1,14,radial,0,0.8,R,5.7886,TRUE
1,15,radial,0.2,0, ,0,0
1,16,radial,0,0.6,R,5.288,TRUE
2,1,radial,0.4,0, ,0,0
2,2,radial,0,0.4, ,0,0
2,3,linear,0,0.8, ,0,0
2,4,radial,0,0.2, ,0,0
2,5,radial,0.8,0, ,0,0
2,6,radial,0.6,0, ,0,0
2,7,radial,0,0.8, ,0,0
2,8,radial,0.2,0, ,0,0
2,9,radial,0,0.6, ,0,0
2,10,linear,0.8,0, ,0,0
2,11,linear,0.6,0, ,0,0
2,12,linear,0.4,0, ,0,0
2,13,linear,0,0.2, ,0,0
2,14,linear,0,0.4, ,0,0
2,15,linear,0.2,0, ,0,0
2,16,linear,0,0.6, ,0,0
3,1,radial,0.4,0, ,0,0
3,2,radial,0,0.4, ,0,0
3,3,radial,0,0.2, ,0,0
3,4,linear,0,0.8, ,0,0
3,5,radial,0.8,0, ,0,0
3,6,radial,0.6,0, ,0,0
3,7,linear,0.8,0, ,0,0
3,8,linear,0.6,0, ,0,0
3,9,radial,0,0.8, ,0,0
3,10,radial,0.2,0, ,0,0
3,11,radial,0,0.6, ,0,0
3,12,linear,0.4,0, ,0,0
3,13,linear,0,0.2, ,0,0
3,14,linear,0,0.4, ,0,0
3,15,linear,0.2,0, ,0,0
3,16,linear,0,0.6, ,0,0
4,1,linear,0,0.8, ,0,0
4,2,radial,0.4,0, ,0,0
4,3,radial,0,0.4, ,0,0
4,4,linear,0.8,0, ,0,0
4,5,radial,0,0.2, ,0,0
4,6,radial,0.8,0, ,0,0
4,7,radial,0.6,0, ,0,0
4,8,radial,0,0.8, ,0,0
4,9,radial,0.2,0, ,0,0
4,10,radial,0,0.6, ,0,0
4,11,linear,0.6,0, ,0,0
4,12,linear,0.4,0, ,0,0
4,13,linear,0,0.2, ,0,0
4,14,linear,0,0.4, ,0,0
4,15,linear,0.2,0, ,0,0
4,16,linear,0,0.6, ,0,0
5,1,linear,0,0.8, ,0,0
5,2,radial,0.4,0, ,0,0
5,3,radial,0,0.4, ,0,0
5,4,linear,0.8,0, ,0,0
5,5,linear,0.6,0, ,0,0
5,6,linear,0.4,0, ,0,0
5,7,radial,0,0.2, ,0,0
5,8,radial,0.8,0, ,0,0
5,9,linear,0,0.2, ,0,0
5,10,linear,0,0.4, ,0,0
5,11,radial,0.6,0, ,0,0
5,12,linear,0.2,0, ,0,0
5,13,linear,0,0.6, ,0,0
5,14,radial,0,0.8, ,0,0
5,15,radial,0.2,0, ,0,0
5,16,radial,0,0.6, ,0,0
