ParticipantID,SessionDate,Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc,Coh,Run,DegPSec,Gender,Race,Ethnicity,Language,Setting,State,SpeedOrder,AgeYears,Age,SubID,Speed
5,Dec-14,4,2,radial,0.2,0,L,0.68477,TRUE,0.2,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,2,linear,0.2,0,L,2.3709,TRUE,0.2,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,2,linear,0.2,0,L,2.5024,TRUE,0.2,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,3,radial,0,0.05,R,4.287,TRUE,0.05,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,3,radial,0,0.05,L,2.502,FALSE,0.05,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,3,radial,0.1,0,L,3.5052,TRUE,0.1,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,3,radial,0.1,0,L,3.5366,TRUE,0.1,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,4,linear,0.2,0,L,1.3527,TRUE,0.2,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,4,linear,0.2,0,L,1.001,TRUE,0.2,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,4,radial,0,0.15,R,2.3355,TRUE,0.15,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,4,radial,0,0.15,R,2.1355,TRUE,0.15,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,5,linear,0.05,0,R,3.0578,FALSE,0.05,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,5,linear,0.05,0,R,2.9358,FALSE,0.05,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,5,linear,0,0.1,L,3.3199,FALSE,0.1,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,5,linear,0,0.1,R,2.1701,TRUE,0.1,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,6,radial,0,0.2,R,3.1198,TRUE,0.2,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,6,radial,0,0.2,R,1.0875,TRUE,0.2,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,6,radial,0,0.2,R,1.6015,TRUE,0.2,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,6,radial,0,0.2,R,0.85133,TRUE,0.2,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,7,radial,0,0.15,R,3.1024,TRUE,0.15,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,7,radial,0,0.15,R,1.0373,TRUE,0.15,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,7,radial,0.05,0,L,2.4523,TRUE,0.05,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,7,radial,0.05,0,R,3.6912,FALSE,0.05,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,8,linear,0,0.2,L,2.7371,FALSE,0.2,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,8,linear,0,0.2,R,0.94037,TRUE,0.2,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,8,linear,0.15,0,L,1.7016,TRUE,0.15,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,8,linear,0.15,0,L,2.5357,TRUE,0.15,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,9,linear,0,0.15,R,2.419,TRUE,0.15,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,9,linear,0,0.15,R,2.2521,TRUE,0.15,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,9,radial,0,0.1,R,2.6026,TRUE,0.1,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,9,radial,0,0.1,L,4.3373,FALSE,0.1,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,10,linear,0,0.1,L,4.4876,FALSE,0.1,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,10,linear,0,0.1,L,1.0888,FALSE,0.1,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,10,radial,0,0.05,L,2.6023,FALSE,0.05,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,10,radial,0,0.05,R,3.6699,TRUE,0.05,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,11,radial,0.05,0,L,3.7197,TRUE,0.05,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,11,radial,0.05,0,L,2.7215,TRUE,0.05,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,11,radial,0.2,0,L,1.0188,TRUE,0.2,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,11,radial,0.2,0,L,0.90141,TRUE,0.2,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,12,linear,0,0.05,L,3.5203,FALSE,0.05,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,12,linear,0,0.05,R,4.0535,TRUE,0.05,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,12,linear,0.05,0,R,3.203,FALSE,0.05,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,12,linear,0.05,0,R,2.6024,FALSE,0.05,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,13,radial,0.15,0,L,5.2215,TRUE,0.15,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,13,radial,0.15,0,L,2.6023,TRUE,0.15,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,13,linear,0,0.15,L,3.3196,FALSE,0.15,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,13,linear,0,0.15,L,3.0525,FALSE,0.15,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,14,linear,0.15,0,L,1.952,TRUE,0.15,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,14,linear,0.15,0,L,1.5704,TRUE,0.15,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,14,linear,0,0.2,R,4.2872,TRUE,0.2,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,14,linear,0,0.2,R,2.8024,TRUE,0.2,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,15,radial,0,0.1,R,2.6691,TRUE,0.1,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,15,radial,0,0.1,R,2.3354,TRUE,0.1,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,15,linear,0.1,0,L,1.5347,TRUE,0.1,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,15,linear,0.1,0,L,2.0352,TRUE,0.1,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,16,radial,0.1,0,L,2.4357,TRUE,0.1,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,16,radial,0.1,0,L,2.7024,TRUE,0.1,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,4,16,linear,0,0.05,L,3.7884,FALSE,0.05,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,4,16,linear,0,0.05,L,4.6559,FALSE,0.05,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,1,radial,0.2,0,L,3.1359,TRUE,0.2,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,1,radial,0.2,0,L,1.1675,TRUE,0.2,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,1,linear,0.2,0,L,1.6013,TRUE,0.2,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,1,linear,0.2,0,L,2.5024,TRUE,0.2,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,2,linear,0.1,0,L,2.8692,TRUE,0.1,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,2,linear,0.1,0,L,5.121,TRUE,0.1,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,2,radial,0.15,0,L,3.3364,TRUE,0.15,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,2,radial,0.15,0,L,1.3031,TRUE,0.15,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,3,linear,0.2,0,L,1.8015,TRUE,0.2,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,3,linear,0.2,0,L,1.5015,TRUE,0.2,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,3,linear,0,0.1,R,2.9618,TRUE,0.1,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,3,linear,0,0.1,R,3.7867,TRUE,0.1,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,4,radial,0,0.05,L,4.9792,FALSE,0.05,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,4,radial,0,0.05,L,3.4051,FALSE,0.05,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,4,radial,0.1,0,R,2.7195,FALSE,0.1,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,4,radial,0.1,0,L,1.9185,TRUE,0.1,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,5,radial,0,0.2,R,1.3679,TRUE,0.2,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,5,radial,0,0.2,R,1.5233,TRUE,0.2,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,5,linear,0.15,0,L,NA,TRUE,0.15,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,5,linear,0.15,0,L,2.6245,TRUE,0.15,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,6,linear,0.05,0,R,2.6691,FALSE,0.05,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,6,linear,0.05,0,L,1.5683,TRUE,0.05,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,6,radial,0,0.15,L,5.9886,FALSE,0.15,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,6,radial,0,0.15,L,2.4878,FALSE,0.15,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,7,linear,0,0.2,R,1.952,TRUE,0.2,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,7,linear,0,0.2,R,1.0341,TRUE,0.2,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,7,radial,0,0.2,R,1.3347,TRUE,0.2,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,7,radial,0,0.2,R,1.3346,TRUE,0.2,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,8,radial,0,0.15,R,2.9692,TRUE,0.15,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,8,radial,0,0.15,R,1.4181,TRUE,0.15,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,8,radial,0.05,0,R,2.4689,FALSE,0.05,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,8,radial,0.05,0,L,1.1847,TRUE,0.05,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,9,radial,0.05,0,R,2.8045,FALSE,0.05,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,9,radial,0.05,0,L,2.3187,TRUE,0.05,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,9,linear,0.05,0,L,2.3856,TRUE,0.05,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,9,linear,0.05,0,R,3.3058,FALSE,0.05,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,10,radial,0.15,0,L,1.3241,TRUE,0.15,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,10,radial,0.15,0,L,1.3679,TRUE,0.15,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,10,linear,0,0.15,R,1.5181,TRUE,0.15,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,10,linear,0,0.15,R,2.6022,TRUE,0.15,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,11,radial,0,0.1,L,2.0733,FALSE,0.1,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,11,radial,0,0.1,R,1.4681,TRUE,0.1,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,11,linear,0,0.2,R,1.0841,TRUE,0.2,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,11,linear,0,0.2,R,1.1205,TRUE,0.2,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,12,radial,0.1,0,L,2.702,TRUE,0.1,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,12,radial,0.1,0,R,3.2698,FALSE,0.1,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,12,radial,0,0.1,R,1.6016,TRUE,0.1,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,12,radial,0,0.1,R,2.7359,TRUE,0.1,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,13,linear,0,0.15,R,1.9687,TRUE,0.15,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,13,linear,0,0.15,R,2.3522,TRUE,0.15,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,13,radial,0,0.05,R,2.6198,TRUE,0.05,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,13,radial,0,0.05,R,2.224,TRUE,0.05,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,14,linear,0,0.1,L,2.3578,FALSE,0.1,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,14,linear,0,0.1,R,1.0693,TRUE,0.1,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,14,linear,0.1,0,L,3.742,TRUE,0.1,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,14,linear,0.1,0,L,2.586,TRUE,0.1,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,15,linear,0,0.05,R,2.7357,TRUE,0.05,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,15,linear,0,0.05,R,3.4028,TRUE,0.05,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,15,radial,0.2,0,L,1.4034,TRUE,0.2,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,15,radial,0.2,0,L,1.0677,TRUE,0.2,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,16,linear,0.15,0,L,2.4858,TRUE,0.15,1,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,16,linear,0.15,0,L,1.3846,TRUE,0.15,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,2
5,Dec-14,5,16,linear,0,0.05,R,3.7868,TRUE,0.05,2,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
5,Dec-14,5,16,linear,0,0.05,L,1.7847,FALSE,0.05,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,2-8-8-2,22.13278576,22.13278576,5,8
6,Dec-14,1,1,linear,0.1,0,L,5.7616,TRUE,0.1,2,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,1,linear,0.1,0,L,1.5016,TRUE,0.1,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,1,radial,0.15,0,L,3.2529,TRUE,0.15,1,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,1,radial,0.15,0,L,2.2519,TRUE,0.15,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,2,linear,0.2,0,L,1.8204,TRUE,0.2,2,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,2,linear,0.2,0,L,0.91791,TRUE,0.2,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,2,radial,0.1,0,R,8.0237,FALSE,0.1,1,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,2,radial,0.1,0,L,4.1202,TRUE,0.1,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,3,radial,0.2,0,L,2.0018,TRUE,0.2,2,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,3,radial,0.2,0,L,0.71743,TRUE,0.2,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,3,radial,0,0.15,R,3.9367,TRUE,0.15,1,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,3,radial,0,0.15,R,1.1036,TRUE,0.15,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,4,linear,0.05,0,R,4.4573,FALSE,0.05,2,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,4,linear,0.05,0,L,1.7518,TRUE,0.05,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,4,radial,0,0.2,R,2.4189,TRUE,0.2,1,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,4,radial,0,0.2,R,2.2184,TRUE,0.2,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,5,linear,0,0.2,R,2.7213,TRUE,0.2,2,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,5,linear,0,0.2,R,2.5021,TRUE,0.2,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,5,radial,0.05,0,L,2.7049,TRUE,0.05,1,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,5,radial,0.05,0,L,2.469,TRUE,0.05,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,6,radial,0,0.05,L,6.7558,FALSE,0.05,2,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,6,radial,0,0.05,R,2.9891,TRUE,0.05,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,6,linear,0.2,0,R,5.8719,FALSE,0.2,1,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,6,linear,0.2,0,L,0.90674,TRUE,0.2,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,7,radial,0,0.2,R,2.1873,TRUE,0.2,2,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,7,radial,0,0.2,R,1.0923,TRUE,0.2,4,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
6,Dec-14,1,7,linear,0,0.1,R,5.7717,TRUE,0.1,1,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,7,linear,0,0.1,R,2.2186,TRUE,0.1,3,8,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,8
6,Dec-14,1,8,linear,0,0.15,R,2.152,TRUE,0.15,2,2,Male,White,Not Hispanic or Latino,English,Lab,PA,8-2-8-2,20.97741273,20.97741273,6,2
