ParticipantID,SessionDate,Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc,Coh,Run,DegPSec,Gender,Race,Ethnicity,Language,Setting,State,SpeedOrder,AgeYears
4,Nov-2014,3,5,linear,0.1,0,L,3.3195,1,0.1,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,5,radial,0.05,0,R,6.5248,0,0.05,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,5,radial,0.05,0,R,3.1432,0,0.05,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,6,linear,0.2,0,L,3.353,1,0.2,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,6,linear,0.2,0,L,2.569,1,0.2,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,6,radial,0,0.1,R,4.0236,1,0.1,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,6,radial,0,0.1,R,2.2186,1,0.1,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,7,linear,0.05,0,L,4.5537,1,0.05,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,7,linear,0.05,0,L,6.3723,1,0.05,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,7,radial,0,0.05,R,7.0562,1,0.05,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,7,radial,0,0.05,R,2.2687,1,0.05,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,8,linear,0,0.2,R,2.2031,1,0.2,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,8,linear,0,0.2,R,0.98436,1,0.2,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,8,linear,0.2,0,L,2.6857,1,0.2,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,8,linear,0.2,0,L,3.5055,1,0.2,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,9,linear,0,0.15,R,2.7229,1,0.15,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,9,linear,0,0.15,R,2.4854,1,0.15,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,9,linear,0,0.1,L,4.7538,0,0.1,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,9,linear,0,0.1,L,3.7535,0,0.1,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,10,radial,0.05,0,L,6.8439,1,0.05,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,10,radial,0.05,0,R,4.6873,0,0.05,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,10,radial,0.2,0,L,3.7032,1,0.2,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,10,radial,0.2,0,L,3.9199,1,0.2,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,11,radial,0.15,0,L,4.8545,1,0.15,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,11,radial,0.15,0,L,4.3062,1,0.15,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,11,linear,0.15,0,L,6.5956,1,0.15,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,11,linear,0.15,0,L,3.0572,1,0.15,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,12,radial,0,0.1,L,2.4855,0,0.1,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,12,radial,0,0.1,R,3.5697,1,0.1,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,12,linear,0.05,0,L,3.9198,1,0.05,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,12,linear,0.05,0,L,5.1711,1,0.05,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,13,radial,0.1,0,L,4.5925,1,0.1,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,13,radial,0.1,0,L,3.0608,1,0.1,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,13,linear,0,0.15,L,3.9929,0,0.15,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,13,linear,0,0.15,R,1.9686,1,0.15,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,14,linear,0,0.1,R,2.5522,1,0.1,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,14,linear,0,0.1,R,2.052,1,0.1,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,14,linear,0,0.2,R,3.3361,1,0.2,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,14,linear,0,0.2,R,1.8516,1,0.2,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,15,linear,0,0.05,R,5.9382,1,0.05,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,15,linear,0,0.05,R,4.4042,1,0.05,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,15,linear,0.1,0,R,3.2099,0,0.1,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,15,linear,0.1,0,L,3.9866,1,0.1,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,16,linear,0.15,0,L,3.4529,1,0.15,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,16,linear,0.15,0,L,2.5189,1,0.15,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,16,linear,0,0.05,L,3.4528,0,0.05,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,3,16,linear,0,0.05,R,5.5218,1,0.05,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,1,linear,0.1,0,L,4.4203,1,0.1,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,1,linear,0.1,0,L,2.7027,1,0.1,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,1,radial,0.15,0,R,4.4205,0,0.15,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,1,radial,0.15,0,L,1.785,1,0.15,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,2,radial,0.2,0,L,1.4847,1,0.2,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,2,radial,0.2,0,L,2.5023,1,0.2,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,2,linear,0.2,0,L,5.3879,1,0.2,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,2,linear,0.2,0,L,3.1026,1,0.2,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,3,radial,0,0.05,R,3.536,1,0.05,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,3,radial,0,0.05,R,2.8526,1,0.05,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,3,radial,0.1,0,R,5.7884,0,0.1,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,3,radial,0.1,0,L,5.4548,1,0.1,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,4,linear,0.2,0,L,3.7554,1,0.2,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,4,linear,0.2,0,L,2.4021,1,0.2,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,4,radial,0,0.15,R,4.7538,1,0.15,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,4,radial,0,0.15,R,2.035,1,0.15,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,5,linear,0.05,0,L,5.9886,1,0.05,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,5,linear,0.05,0,L,5.0878,1,0.05,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,5,linear,0,0.1,R,4.8878,1,0.1,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,5,linear,0,0.1,L,2.8357,0,0.1,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,6,radial,0,0.2,R,1.5181,1,0.2,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,6,radial,0,0.2,R,0.93437,1,0.2,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,6,radial,0,0.2,R,1.9854,1,0.2,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,6,radial,0,0.2,R,1.1032,1,0.2,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,7,radial,0,0.15,R,1.3846,1,0.15,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,7,radial,0,0.15,R,0.86768,1,0.15,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,7,radial,0.05,0,L,3.1692,1,0.05,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,7,radial,0.05,0,R,3.6035,0,0.05,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,8,linear,0,0.2,R,1.2846,1,0.2,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,8,linear,0,0.2,R,1.1221,1,0.2,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,8,linear,0.15,0,L,4.571,1,0.15,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,8,linear,0.15,0,L,2.9355,1,0.15,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,9,linear,0,0.15,R,1.2844,1,0.15,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,9,linear,0,0.15,R,2.3022,1,0.15,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,9,radial,0,0.1,L,5.5418,0,0.1,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,9,radial,0,0.1,R,4.3706,1,0.1,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,10,linear,0,0.1,R,4.0536,1,0.1,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,10,linear,0,0.1,R,1.8017,1,0.1,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,10,radial,0,0.05,R,4.4383,1,0.05,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,10,radial,0,0.05,R,2.9524,1,0.05,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,11,radial,0.05,0,L,2.6691,1,0.05,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,11,radial,0.05,0,R,2.7724,0,0.05,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,11,radial,0.2,0,L,5.6045,1,0.2,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,11,radial,0.2,0,L,1.7348,1,0.2,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,12,linear,0,0.05,R,5.0213,1,0.05,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,12,linear,0,0.05,R,3.0191,1,0.05,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,12,linear,0.05,0,R,3.2086,0,0.05,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,12,linear,0.05,0,L,4.7543,1,0.05,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,13,radial,0.15,0,L,3.9779,1,0.15,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,13,radial,0.15,0,L,2.0684,1,0.15,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,13,linear,0,0.15,R,4.754,1,0.15,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,13,linear,0,0.15,L,4.0441,0,0.15,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,14,linear,0.15,0,L,6.1219,1,0.15,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,14,linear,0.15,0,L,2.2241,1,0.15,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,14,linear,0,0.2,L,6.6889,0,0.2,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,14,linear,0,0.2,R,3.2363,1,0.2,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,15,radial,0,0.1,R,4.5707,1,0.1,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,15,radial,0,0.1,R,2.6185,1,0.1,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,15,linear,0.1,0,L,3.5867,1,0.1,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,15,linear,0.1,0,R,1.9517,0,0.1,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,16,radial,0.1,0,R,2.1211,0,0.1,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,16,radial,0.1,0,R,2.7023,0,0.1,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,16,linear,0,0.05,L,3.67,0,0.05,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,4,16,linear,0,0.05,R,2.0685,1,0.05,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,1,radial,0.2,0,L,2.5356,1,0.2,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,1,radial,0.2,0,L,1.1177,1,0.2,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,1,linear,0.2,0,R,5.5082,0,0.2,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,1,linear,0.2,0,L,1.8016,1,0.2,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,2,linear,0.1,0,L,4.4871,1,0.1,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,2,linear,0.1,0,L,2.2352,1,0.1,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,2,radial,0.15,0,R,6.6223,0,0.15,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,2,radial,0.15,0,L,3.42,1,0.15,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,3,linear,0.2,0,L,1.6847,1,0.2,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,3,linear,0.2,0,L,1.0511,1,0.2,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,3,linear,0,0.1,R,4.5383,1,0.1,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,3,linear,0,0.1,R,4.5539,1,0.1,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,4,radial,0,0.05,L,3.453,0,0.05,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,4,radial,0,0.05,L,3.7698,0,0.05,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,4,radial,0.1,0,R,2.185,0,0.1,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,4,radial,0.1,0,R,4.3706,0,0.1,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,5,radial,0,0.2,R,0.88565,1,0.2,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,5,radial,0,0.2,R,0.90138,1,0.2,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,5,linear,0.15,0,L,1.9352,1,0.15,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,5,linear,0.15,0,L,3.8601,1,0.15,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,6,linear,0.05,0,L,4.4039,1,0.05,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,6,linear,0.05,0,R,3.7067,0,0.05,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,6,radial,0,0.15,L,2.2019,0,0.15,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,6,radial,0,0.15,R,3.0919,1,0.15,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,7,linear,0,0.2,R,1.7351,1,0.2,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,7,linear,0,0.2,R,3.2863,1,0.2,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,7,radial,0,0.2,R,1.7685,1,0.2,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,7,radial,0,0.2,R,2.8538,1,0.2,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,8,radial,0,0.15,R,1.2177,1,0.15,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,8,radial,0,0.15,R,1.4179,1,0.15,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,8,radial,0.05,0,L,5.9047,1,0.05,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,8,radial,0.05,0,L,5.8883,1,0.05,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,9,radial,0.05,0,L,6.1741,1,0.05,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,9,radial,0.05,0,L,4.926,1,0.05,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,9,linear,0.05,0,L,3.6702,1,0.05,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,9,linear,0.05,0,L,3.7892,1,0.05,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,10,radial,0.15,0,L,2.828,1,0.15,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,10,radial,0.15,0,L,3.5201,1,0.15,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,10,linear,0,0.15,R,1.0177,1,0.15,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,10,linear,0,0.15,R,1.0009,1,0.15,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,11,radial,0,0.1,R,5.4886,1,0.1,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,11,radial,0,0.1,R,1.952,1,0.1,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,11,linear,0,0.2,R,1.9853,1,0.2,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,11,linear,0,0.2,R,1.6852,1,0.2,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,12,radial,0.1,0,R,1.5347,0,0.1,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,12,radial,0.1,0,R,3.8406,0,0.1,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,12,radial,0,0.1,R,2.5359,1,0.1,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,12,radial,0,0.1,R,1.8365,1,0.1,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,13,linear,0,0.15,R,2.0051,1,0.15,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,13,linear,0,0.15,R,1.1616,1,0.15,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,13,radial,0,0.05,L,4.4874,0,0.05,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,13,radial,0,0.05,R,1.8853,1,0.05,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,14,linear,0,0.1,R,5.5882,1,0.1,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,14,linear,0,0.1,R,1.2196,1,0.1,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,14,linear,0.1,0,R,1.2014,0,0.1,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,14,linear,0.1,0,L,3.1189,1,0.1,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,15,linear,0,0.05,R,3.895,1,0.05,1,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,15,linear,0,0.05,R,5.4884,1,0.05,2,2,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,15,radial,0.2,0,L,2.1351,1,0.2,3,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
4,Nov-2014,5,15,radial,0.2,0,L,2.2464,1,0.2,4,8,Female,Asian,Not Hispanic or Latino,English,Lab,PA,2-2-8-8,21.52772074
