Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0.6,0,L,5.1375,TRUE
1,2,radial,0,0.15, ,0,0
1,3,radial,0.45,0,L,2.5187,TRUE
1,4,radial,0.3,0,L,5.2376,TRUE
1,5,radial,0.15,0,L,3.7864,TRUE
1,6,radial,0.6,0,L,1.5689,TRUE
1,7,linear,0,0.45,L,3.6031,FALSE
1,8,linear,0.15,0,L,3.9257,TRUE
1,9,radial,0,0.3,R,2.2783,TRUE
1,10,radial,0,0.6,R,1.826,TRUE
1,11,radial,0,0.45,R,1.9182,TRUE
1,12,linear,0,0.15,R,4.421,TRUE
1,13,linear,0.45,0,R,3.6061,FALSE
1,14,linear,0,0.6,L,3.9787,FALSE
1,15,linear,0,0.3,R,2.229,TRUE
1,16,linear,0.3,0,L,3.7244,TRUE
2,1,radial,0,0.15,L,3.0524,FALSE
2,2,radial,0.45,0,L,5.8223,TRUE
2,3,linear,0.6,0,L,3.1363,TRUE
2,4,linear,0,0.45,R,4.2388,TRUE
2,5,linear,0.15,0,R,3.7034,FALSE
2,6,radial,0.3,0,L,2.0427,TRUE
2,7,radial,0.15,0,L,4.6872,TRUE
2,8,linear,0,0.15,R,1.9955,TRUE
2,9,linear,0.45,0,R,2.2016,FALSE
2,10,radial,0.6,0,L,1.4185,TRUE
2,11,radial,0,0.3,R,1.6194,TRUE
2,12,radial,0,0.6,R,1.9854,TRUE
2,13,linear,0,0.6,R,1.2843,TRUE
2,14,linear,0,0.3,R,3.1196,TRUE
2,15,radial,0,0.45,R,3.7199,TRUE
2,16,linear,0.3,0,L,1.001,TRUE
3,1,linear,0.6,0,L,2.9861,TRUE
3,2,linear,0,0.45,R,5.1875,TRUE
3,3,radial,0,0.15,R,2.1352,TRUE
3,4,linear,0.15,0,L,3.7034,TRUE
3,5,linear,0,0.15,R,5.988,TRUE
3,6,radial,0.45,0,L,1.7516,TRUE
3,7,linear,0.45,0,L,1.7185,TRUE
3,8,linear,0,0.6,R,3.1027,TRUE
3,9,linear,0,0.3,L,3.4869,FALSE
3,10,radial,0.3,0,R,2.2852,FALSE
3,11,radial,0.15,0,R,1.8183,FALSE
3,12,linear,0.3,0,R,1.185,FALSE
3,13,radial,0.6,0,L,2.3924,TRUE
3,14,radial,0,0.3,R,1.9017,TRUE
3,15,radial,0,0.6,R,3.1532,TRUE
3,16,radial,0,0.45,R,3.4764,TRUE
4,1,linear,0.6,0,R,3.2695,FALSE
4,2,radial,0,0.15,L,2.1016,FALSE
4,3,radial,0.45,0,L,2.0742,TRUE
4,4,linear,0,0.45,R,2.553,TRUE
4,5,radial,0.3,0,L,1.6023,TRUE
4,6,radial,0.15,0,R,1.9185,FALSE
4,7,radial,0.6,0,L,1.37,TRUE
4,8,linear,0.15,0,R,2.4189,FALSE
4,9,radial,0,0.3,R,2.3688,TRUE
4,10,linear,0,0.15,L,2.3861,FALSE
4,11,linear,0.45,0,L,3.036,TRUE
4,12,radial,0,0.6,R,1.8681,TRUE
4,13,linear,0,0.6,R,2.2852,TRUE
4,14,linear,0,0.3,R,2.8693,TRUE
4,15,radial,0,0.45,R,1.3351,TRUE
4,16,linear,0.3,0,R,2.6694,FALSE
5,1,radial,0,0.15,R,2.7753,TRUE
5,2,radial,0.45,0,L,2.2524,TRUE
5,3,radial,0.3,0,L,2.7525,TRUE
5,4,linear,0.6,0,L,1.9515,TRUE
5,5,radial,0.15,0,L,2.3852,TRUE
5,6,linear,0,0.45,R,2.1019,TRUE
5,7,radial,0.6,0,L,1.2843,TRUE
5,8,linear,0.15,0,L,2.3882,TRUE
5,9,radial,0,0.3,R,1.7352,TRUE
5,10,linear,0,0.15,R,1.452,TRUE
5,11,linear,0.45,0,L,1.9349,TRUE
5,12,linear,0,0.6,R,2.1848,TRUE
5,13,linear,0,0.3,R,2.452,TRUE
5,14,radial,0,0.6,R,1.1507,TRUE
5,15,linear,0.3,0,R,1.9185,FALSE
5,16,radial,0,0.45,R,1.4245,TRUE
