Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0,0.6,R,3.3535,TRUE
1,2,radial,0.6,0,L,1.6512,TRUE
1,3,radial,0,0.15,L,5.5072,FALSE
1,4,radial,0,0.45,R,1.9852,TRUE
1,5,linear,0.6,0,L,2.1519,TRUE
1,6,linear,0,0.45,R,1.7516,TRUE
1,7,radial,0,0.3,R,1.7516,TRUE
1,8,radial,0.45,0,L,1.9016,TRUE
1,9,radial,0,0.6,R,1.5178,TRUE
1,10,radial,0.15,0,L,4.1868,TRUE
1,11,radial,0.3,0,L,2.0848,TRUE
1,12,linear,0,0.3,R,2.1194,TRUE
1,13,linear,0.3,0,L,2.0893,TRUE
1,14,linear,0.45,0,L,1.7017,TRUE
1,15,linear,0,0.15,R,2.7524,TRUE
1,16,linear,0.15,0, ,0,0
2,1,radial,0.6,0,L,1.3015,TRUE
2,2,linear,0,0.6,R,1.2185,TRUE
2,3,linear,0.6,0,L,1.3684,TRUE
2,4,linear,0,0.45,R,1.4104,TRUE
2,5,linear,0,0.3,R,2.135,TRUE
2,6,linear,0.3,0,L,5.5381,TRUE
2,7,radial,0,0.15,R,4.7401,TRUE
2,8,linear,0.45,0, ,0,0
2,9,radial,0,0.45,R,1.2345,TRUE
2,10,linear,0,0.15,R,7.156,TRUE
2,11,radial,0,0.3,R,1.5374,TRUE
2,12,radial,0.45,0,L,1.352,TRUE
2,13,linear,0.15,0,L,1.8684,TRUE
2,14,radial,0,0.6,R,2.602,TRUE
2,15,radial,0.15,0,L,1.5083,TRUE
2,16,radial,0.3,0,L,2.2852,TRUE
3,1,radial,0.6,0,L,1.3018,TRUE
3,2,radial,0,0.15,R,1.6347,TRUE
3,3,linear,0,0.6,R,2.042,TRUE
3,4,radial,0,0.45,R,1.8851,TRUE
3,5,radial,0,0.3,R,1.8684,TRUE
3,6,linear,0.6,0,L,1.2513,TRUE
3,7,linear,0,0.45,R,1.494,TRUE
3,8,radial,0.45,0,L,1.3846,TRUE
3,9,linear,0,0.3,R,1.3177,TRUE
3,10,linear,0.3,0,L,1.4908,TRUE
3,11,radial,0,0.6,R,1.6862,TRUE
3,12,linear,0.45,0,L,1.8852,TRUE
3,13,linear,0,0.15,R,3.3198,TRUE
3,14,radial,0.15,0,L,1.8683,TRUE
3,15,radial,0.3,0,L,1.4181,TRUE
3,16,linear,0.15,0,L,2.1686,TRUE
4,1,radial,0.6,0,L,1.8357,TRUE
4,2,radial,0,0.15,R,3.6866,TRUE
4,3,radial,0,0.45,R,2.0861,TRUE
4,4,radial,0,0.3,R,1.8684,TRUE
4,5,linear,0,0.6,R,5.4892,TRUE
4,6,radial,0.45,0,L,1.509,TRUE
4,7,radial,0,0.6,R,1.4183,TRUE
4,8,linear,0.6,0,L,1.9351,TRUE
4,9,radial,0.15,0,L,1.3346,TRUE
4,10,radial,0.3,0,L,1.3371,TRUE
4,11,linear,0,0.45,R,3.5532,TRUE
4,12,linear,0,0.3,R,1.9385,TRUE
4,13,linear,0.3,0,R,4.272,FALSE
4,14,linear,0.45,0,L,1.418,TRUE
4,15,linear,0,0.15,R,2.2518,TRUE
4,16,linear,0.15,0,L,2.9368,TRUE
5,1,linear,0,0.6,R,1.3183,TRUE
5,2,radial,0.6,0,L,1.2185,TRUE
5,3,radial,0,0.15,R,2.7193,TRUE
5,4,radial,0,0.45,R,2.2744,TRUE
5,5,linear,0.6,0,L,1.8348,TRUE
5,6,radial,0,0.3,R,1.8849,TRUE
5,7,linear,0,0.45,R,1.4011,TRUE
5,8,radial,0.45,0,L,1.3346,TRUE
5,9,radial,0,0.6,R,1.0845,TRUE
5,10,linear,0,0.3,R,1.7559,TRUE
5,11,radial,0.15,0,L,2.9396,TRUE
5,12,radial,0.3,0,L,1.3541,TRUE
5,13,linear,0.3,0,L,2.2261,TRUE
5,14,linear,0.45,0,L,3.5376,TRUE
5,15,linear,0,0.15,R,2.3238,TRUE
5,16,linear,0.15,0,L,2.5869,TRUE
