Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0.6,0,L,3.3861,TRUE
1,2,radial,0,0.15,R,2.2023,TRUE
1,3,radial,0.45,0,L,2.1355,TRUE
1,4,radial,0.3,0,L,1.4217,TRUE
1,5,radial,0.15,0,L,2.3518,TRUE
1,6,radial,0.6,0,L,1.6347,TRUE
1,7,linear,0,0.45,R,1.9516,TRUE
1,8,linear,0.15,0,L,2.2521,TRUE
1,9,radial,0,0.3,R,1.7363,TRUE
1,10,radial,0,0.6,R,2.3043,TRUE
1,11,radial,0,0.45,R,1.803,TRUE
1,12,linear,0,0.15,R,3.0877,TRUE
1,13,linear,0.45,0,L,2.0186,TRUE
1,14,linear,0,0.6,L,4.1536,FALSE
1,15,linear,0,0.3,L,3.6535,FALSE
1,16,linear,0.3,0,L,4.0039,TRUE
2,1,radial,0,0.15,R,2.0188,TRUE
2,2,radial,0.45,0,L,2.0528,TRUE
2,3,linear,0.6,0,L,2.1694,TRUE
2,4,linear,0,0.45,R,2.0183,TRUE
2,5,linear,0.15,0,L,2.1189,TRUE
2,6,radial,0.3,0,L,2.1356,TRUE
2,7,radial,0.15,0,L,2.4043,TRUE
2,8,linear,0,0.15,L,4.187,FALSE
2,9,linear,0.45,0,L,3.4268,TRUE
2,10,radial,0.6,0,L,1.7027,TRUE
2,11,radial,0,0.3,R,2.2356,TRUE
2,12,radial,0,0.6,R,2.7052,TRUE
2,13,linear,0,0.6,R,2.4918,TRUE
2,14,linear,0,0.3,R,2.0066,TRUE
2,15,radial,0,0.45,R,1.168,TRUE
2,16,linear,0.3,0,L,2.2037,TRUE
3,1,linear,0.6,0,L,1.9854,TRUE
3,2,linear,0,0.45,R,1.808,TRUE
3,3,radial,0,0.15,R,2.3713,TRUE
3,4,linear,0.15,0,L,3.6869,TRUE
3,5,linear,0,0.15,R,2.8399,TRUE
3,6,radial,0.45,0,L,1.9018,TRUE
3,7,linear,0.45,0,L,1.6016,TRUE
3,8,linear,0,0.6,R,3.6032,TRUE
3,9,linear,0,0.3,R,2.0519,TRUE
3,10,radial,0.3,0,R,4.5204,FALSE
3,11,radial,0.15,0,R,3.2233,FALSE
3,12,linear,0.3,0,L,4.4208,TRUE
3,13,radial,0.6,0,L,2.2861,TRUE
3,14,radial,0,0.3,L,3.7368,FALSE
3,15,radial,0,0.6,R,1.9017,TRUE
3,16,radial,0,0.45,R,1.3683,TRUE
4,1,linear,0.6,0,L,1.9352,TRUE
4,2,radial,0,0.15,R,4.4431,TRUE
4,3,radial,0.45,0,L,1.9353,TRUE
4,4,linear,0,0.45,R,4.026,TRUE
4,5,radial,0.3,0,L,2.1057,TRUE
4,6,radial,0.15,0,L,2.9026,TRUE
4,7,radial,0.6,0,L,1.8857,TRUE
4,8,linear,0.15,0,L,2.9028,TRUE
4,9,radial,0,0.3,R,2.2187,TRUE
4,10,linear,0,0.15,R,5.172,TRUE
4,11,linear,0.45,0,L,2.936,TRUE
4,12,radial,0,0.6,L,2.1017,FALSE
4,13,linear,0,0.6,R,2.9688,TRUE
4,14,linear,0,0.3,R,3.0227,TRUE
4,15,radial,0,0.45,R,3.77,TRUE
4,16,linear,0.3,0,R,3.1749,FALSE
5,1,radial,0,0.15,L,1.318,FALSE
5,2,radial,0.45,0,L,1.9854,TRUE
5,3,radial,0.3,0,L,2.9195,TRUE
5,4,linear,0.6,0,L,3.4361,TRUE
5,5,radial,0.15,0,R,3.8364,FALSE
5,6,linear,0,0.45,R,3.0693,TRUE
5,7,radial,0.6,0,L,1.9123,TRUE
5,8,linear,0.15,0,R,2.4362,FALSE
5,9,radial,0,0.3,R,2.0021,TRUE
5,10,linear,0,0.15,R,4.2699,TRUE
5,11,linear,0.45,0,L,2.436,TRUE
5,12,linear,0,0.6,L,4.7384,FALSE
5,13,linear,0,0.3,L,3.6538,FALSE
5,14,radial,0,0.6,R,2.7526,TRUE
5,15,linear,0.3,0,L,3.5948,TRUE
5,16,radial,0,0.45,R,2.2021,TRUE
