Block,Trial,PatternType,LeftCoh,RightCoh,Response,RT,Acc
1,1,linear,0,0.6,R,6.1265,TRUE
1,2,radial,0.6,0,L,3.6868,TRUE
1,3,radial,0,0.15,L,8.0108,FALSE
1,4,radial,0,0.45,R,2.9026,TRUE
1,5,linear,0.6,0,L,2.5355,TRUE
1,6,linear,0,0.45,R,2.2032,TRUE
1,7,radial,0,0.3,R,1.8519,TRUE
1,8,radial,0.45,0,L,3.7533,TRUE
1,9,radial,0,0.6,R,1.8184,TRUE
1,10,radial,0.15,0,L,2.0688,TRUE
1,11,radial,0.3,0, ,0,0
1,12,linear,0,0.3,R,4.3535,TRUE
1,13,linear,0.3,0,L,4.1421,TRUE
1,14,linear,0.45,0,L,3.125,TRUE
1,15,linear,0,0.15,R,3.3196,TRUE
1,16,linear,0.15,0, ,0,0
2,1,radial,0.6,0,L,2.8022,TRUE
2,2,linear,0,0.6,R,2.1187,TRUE
2,3,linear,0.6,0,L,1.618,TRUE
2,4,linear,0,0.45,R,2.4922,TRUE
2,5,linear,0,0.3,R,4.3535,TRUE
2,6,linear,0.3,0,L,5.7546,TRUE
2,7,radial,0,0.15, ,0,0
2,8,linear,0.45,0,L,1.7358,TRUE
2,9,radial,0,0.45,R,1.3347,TRUE
2,10,linear,0,0.15,R,3.5866,TRUE
2,11,radial,0,0.3,R,1.6211,TRUE
2,12,radial,0.45,0,L,1.2178,TRUE
2,13,linear,0.15,0,L,2.9192,TRUE
2,14,radial,0,0.6,R,1.2177,TRUE
2,15,radial,0.15,0,L,3.1362,TRUE
2,16,radial,0.3,0,L,1.5513,TRUE
3,1,radial,0.6,0,L,1.9698,TRUE
3,2,radial,0,0.15,R,2.986,TRUE
3,3,linear,0,0.6,R,1.4691,TRUE
3,4,radial,0,0.45,R,1.4526,TRUE
3,5,radial,0,0.3,R,1.4012,TRUE
3,6,linear,0.6,0,L,2.3683,TRUE
3,7,linear,0,0.45,R,2.0197,TRUE
3,8,radial,0.45,0,L,1.8015,TRUE
3,9,linear,0,0.3,R,2.5415,TRUE
3,10,linear,0.3,0,L,1.6352,TRUE
3,11,radial,0,0.6,R,2.0186,TRUE
3,12,linear,0.45,0,L,2.3018,TRUE
3,13,linear,0,0.15,L,3.2027,FALSE
3,14,radial,0.15,0,L,3.5532,TRUE
3,15,radial,0.3,0,L,1.6697,TRUE
3,16,linear,0.15,0,L,2.14,TRUE
4,1,radial,0.6,0,L,1.2178,TRUE
4,2,radial,0,0.15,R,1.9184,TRUE
4,3,radial,0,0.45,R,1.2854,TRUE
4,4,radial,0,0.3,R,1.1012,TRUE
4,5,linear,0,0.6,R,1.1354,TRUE
4,6,radial,0.45,0,L,1.3849,TRUE
4,7,radial,0,0.6,R,1.2178,TRUE
4,8,linear,0.6,0,L,1.1845,TRUE
4,9,radial,0.15,0,R,1.5178,FALSE
4,10,radial,0.3,0,L,1.3012,TRUE
4,11,linear,0,0.45,R,1.485,TRUE
4,12,linear,0,0.3,R,2.8859,TRUE
4,13,linear,0.3,0,L,2.1694,TRUE
4,14,linear,0.45,0,L,2.271,TRUE
4,15,linear,0,0.15,L,2.9361,FALSE
4,16,linear,0.15,0,R,1.3528,FALSE
5,1,linear,0,0.6,R,1.5857,TRUE
5,2,radial,0.6,0,L,1.9683,TRUE
5,3,radial,0,0.15,R,2.9612,TRUE
5,4,radial,0,0.45,R,2.79,TRUE
5,5,linear,0.6,0,L,3.1358,TRUE
5,6,radial,0,0.3,R,1.9048,TRUE
5,7,linear,0,0.45,R,1.735,TRUE
5,8,radial,0.45,0,L,1.5845,TRUE
5,9,radial,0,0.6,R,1.0845,TRUE
5,10,linear,0,0.3,R,1.571,TRUE
5,11,radial,0.15,0,L,1.1679,TRUE
5,12,radial,0.3,0,R,1.6677,FALSE
5,13,linear,0.3,0,L,1.6849,TRUE
5,14,linear,0.45,0,L,1.9286,TRUE
5,15,linear,0,0.15,R,1.8785,TRUE
5,16,linear,0.15,0,R,2.1861,FALSE
